item_id,count,pick_rate,spread,wins,win_rate,tags,name,full_item,total_gold,count_unmasked,wr_unmasked,wr_std_unmasked
3135,281,0.030378378378378375,50,166.0,0.5907473309608541,"[MagicPenetration, SpellDamage]",Void Staff,True,2650.0,213.0,0.6197183098591549,0.03326289691525202
3136,106,0.01145945945945946,35,53.0,0.5,"[Health, SpellDamage]",Haunting Guise,False,1500.0,104.0,0.5,0.04902903378454601
3139,95,0.01027027027027027,35,52.0,0.5473684210526316,"[SpellBlock, Damage, LifeSteal, Active, NonbootsMovement]",Mercurial Scimitar,True,3400.0,87.0,0.5517241379310345,0.053318023688625406
3140,136,0.014702702702702703,43,80.0,0.5882352941176471,"[Active, SpellBlock]",Quicksilver Sash,False,1300.0,116.0,0.603448275862069,0.04541935390120768
3142,641,0.06929729729729729,39,345.0,0.5382215288611545,"[Damage, Active, CooldownReduction, NonbootsMovement, ArmorPenetration]",Youmuu's Ghostblade,True,2900.0,471.0,0.5520169851380042,0.022913769548917003
3143,172,0.018594594594594598,58,87.0,0.5058139534883721,"[Active, Armor, Health, Slow]",Randuin's Omen,True,2900.0,156.0,0.5064102564102564,0.040028748372083874
3144,82,0.008864864864864866,31,33.0,0.4024390243902439,"[Active, Damage, LifeSteal, Slow]",Bilgewater Cutlass,False,1500.0,76.0,0.39473684210526316,0.0560685280412362
3145,30,0.003243243243243243,18,15.0,0.5,[SpellDamage],Hextech Revolver,False,1050.0,30.0,0.5,0.09128709291752768
3146,138,0.014918918918918918,17,75.0,0.5434782608695652,"[Active, Damage, LifeSteal, Slow, SpellDamage, SpellVamp]",Hextech Gunblade,True,3400.0,130.0,0.5461538461538461,0.04366567235476743
3147,679,0.07340540540540541,33,368.0,0.5419734904270986,"[Damage, Vision, CooldownReduction, OnHit, ArmorPenetration]",Duskblade of Draktharr,True,2900.0,479.0,0.5594989561586639,0.02268325392887298
3151,387,0.04183783783783784,48,230.0,0.5943152454780362,"[Health, SpellDamage]",Liandry's Torment,True,3100.0,299.0,0.6220735785953178,0.028040703895342276
3152,240,0.025945945945945945,27,119.0,0.4958333333333334,"[Health, SpellDamage, Active, CooldownReduction]",Hextech Protobelt-01,True,2500.0,216.0,0.49537037037037035,0.03401923247778056
3153,680,0.07351351351351351,40,363.0,0.5338235294117647,"[Damage, AttackSpeed, LifeSteal, Active, Slow, OnHit, NonbootsMovement]",Blade of the Ruined King,True,3200.0,472.0,0.548728813559322,0.022904809590829668
3155,171,0.018486486486486486,44,74.0,0.4327485380116959,"[Damage, SpellBlock]",Hexdrinker,False,1300.0,157.0,0.4267515923566879,0.03947382191299183
